id,name,surname,researchfield,university,age
1989,Joseph Q. U.,Thomas-Parker,Construction,Stanford University,53
1990,James J. B.,Thomas-Cruz,Manufacturing,University of British Columbia,24
1991,Jessica,Thomas-Edwards,Software,University of Pennsylvania,42
1992,Betty,Thomas-Collins,Food & Beverage,Columbia University,37
1993,Emily,Thomas-Reyes,Manufacturing,École Polytechnique,44
1994,Matthew J. J.,Thomas-Stewart,Logistics & Transportation,University of Chicago,42
1995,Hugo P. D.,Thomas-Morris,Insurance,Sorbonne University,43
1996,Leon B. C.,Thomas-Morales,Logistics & Transportation,University of Valencia,53
1997,Theo P. L.,Thomas-Murphy,IT Management,Uppsala University,32
1998,Charlotte M. Z.,Thomas-Cook,Business Products & Services,Charles University,44
1999,Sarah,Thomas-Rogers,IT Management,Université Paris-Saclay,53
2000,Nikolai H. N.,Thomas-Gutierrez,Security,Université Paris-Saclay,40
2001,Anna D. O.,Thomas-Ortiz,Software,University of Oslo,24
2002,Patricia,Thomas-Morgan,Health,"University of California, Berkeley",25
2003,Patricia Y. B.,Thomas-Cooper,Consumer Products & Services,École Polytechnique,40
2004,Steven,Thomas-Peterson,Education,University of Glasgow,46
2005,Victoria R. H.,Thomas-Bailey,Software,University of Vienna,30
2006,Zoe Y. Z.,Thomas-Reed,IT Services,Université Paris-Saclay,28
2007,Donald J. X.,Thomas-Kelly,Engineering,Uppsala University,28
2008,Charlotte J. N.,Thomas-Howard,Construction,Carnegie Mellon University,54
2009,Emily D. Y.,Thomas-Ramos,Business Products & Services,Heidelberg University,54
2010,Aria T. M.,Thomas-Kim,Advertising & Marketing,PSL University,37
2011,Elijah B. E.,Thomas-Cox,Financial Services,University of Valencia,54
2012,Mary S. H.,Thomas-Ward,Advertising & Marketing,University of Chicago,43
2013,Betty,Thomas-Richardson,Health,Carnegie Mellon University,38
2014,Victoria C. G.,Thomas-Watson,IT Management,Charles University,53
2015,Amelia Y. O.,Thomas-Brooks,Financial Services,"University of California, San Diego",37
2016,David T. P.,Thomas-Chavez,Advertising & Marketing,Georgia Institute of Technology,44
2017,Mark L. O.,Thomas-Wood,Health,London School of Economics and Political Science,38
2018,Elena Y. Y.,Thomas-James,Business Products & Services,Northwestern University,48
2019,Benjamin N. E.,Thomas-Bennett,Business Products & Services,University of Warwick,52
2020,Hugo N. O.,Thomas-Gray,Business Products & Services,Ghent University,53
2021,Leon Y. Z.,Thomas-Mendoza,Real Estate,Aarhus University,26
2022,Abigail F. H.,Thomas-Ruiz,Retail,UCL (University College London),33
2023,Sophia U. D.,Thomas-Hughes,Health,Technical University of Munich,36
2024,Betty,Thomas-Price,Consumer Products & Services,Technical University of Munich,52
2025,Christopher K. S.,Thomas-Rossi,Real Estate,University of Copenhagen,35
2026,Charles,Thomas-Russo,Manufacturing,University of Zurich,42
2027,Donald,Thomas-Ferrari,Energy,Jagiellonian University,40
2028,Paul Q. F.,Thomas-Bianchi,Government Services,KTH Royal Institute of Technology,36
2029,Donna E. L.,Thomas-Romano,Software,University of Cambridge,43
2030,Giannis V. H.,Thomas-Esposito,Advertising & Marketing,University of Amsterdam,45
2031,Matthew G. J.,Thomas-Greco,Software,University College Dublin,27
2032,Mary,Thomas-Conti,Construction,Eindhoven University of Technology,51
2033,Zoe T. Z.,Thomas-DeLuca,Education,KTH Royal Institute of Technology,37
2034,Lucas E. J.,Thomas-Costa,Construction,Uppsala University,28
2035,Mateo H. W.,Thomas-Silva,Health,University of Geneva,39
2036,Christopher P. V.,Thomas-Santos,Software,McGill University,24
2037,Joshua F. Q.,Thomas-Ferreira,Software,Johns Hopkins University,40
2038,Abigail W. I.,Thomas-Pereira,IT Management,Johns Hopkins University,38
2039,Giulia E. S.,Thomas-Oliveira,Advertising & Marketing,University of Pennsylvania,40
2040,Katerina X. X.,Thomas-Muller,Business Products & Services,Technical University of Munich,40
2041,Betty W. A.,Thomas-Schmidt,Human Resources,University of Chicago,35
2042,Steven C. M.,Thomas-Schneider,Real Estate,Princeton University,43
2043,Aria C. B.,Thomas-Fischer,Construction,Charles University,52
2044,Giannis W. T.,Thomas-Weber,Food & Beverage,University of Oslo,40
2045,Karen N. D.,Thomas-Dubois,Health,Politecnico di Milano,32
2046,Kevin O. I.,Thomas-Moreau,Government Services,"University of California, Los Angeles",39
2047,Jessica,Thomas-Lefevre,Construction,Humboldt University of Berlin,48
2048,Amelia E. B.,Thomas-Laurent,Engineering,Sorbonne University,25
2049,Donald,Thomas-Leroy,Construction,Technical University of Munich,53
2050,Sandra,Thomas-Bernard,Advertising & Marketing,Leiden University,33
2051,Betty,Thomas-Petit,Media,University of Copenhagen,41
2052,Donna X. I.,Thomas-Durand,IT System Development,Johns Hopkins University,29
2053,Michael,Thomas-Nowak,Business Products & Services,Heidelberg University,49
2054,Mason J. M.,Thomas-Kowalski,Software,Humboldt University of Berlin,48
2055,Steven H. F.,Thomas-Novak,Software,University of Pennsylvania,34
2056,William K. D.,Thomas-Horvat,Construction,Heidelberg University,46
2057,Charles L. Q.,Thomas-Popescu,Software,KTH Royal Institute of Technology,42
2058,Donald D. U.,Thomas-Ionescu,Consumer Products & Services,University of Oslo,25
2059,Matthew,Thomas-Papadopoulos,IT Management,Stockholm University,31
2060,Richard,Thomas-Georgiou,Financial Services,Delft University of Technology,45
2061,Richard O. I.,Thomas-Nikolaou,Food & Beverage,Heidelberg University,43
2062,Donald,Thomas-Kostas,Logistics & Transportation,KU Leuven,45
2063,Brian X. C.,Thomas-Andriou,Logistics & Transportation,University of Copenhagen,41
2064,Sarah,Thomas-Vasileiou,Travel & Hospitality,Sapienza University of Rome,25
2065,Hugo A. J.,Taylor-Smith,IT Management,University College Dublin,29
2066,Olivia V. K.,Taylor-Johnson,Software,University of Edinburgh,48
2067,Oskar Q. L.,Taylor-Williams,Business Products & Services,LMU Munich,51
2068,Zoe Q. Q.,Taylor-Brown,Logistics & Transportation,Georgia Institute of Technology,51
2069,Richard D. S.,Taylor-Jones,Software,LMU Munich,24
2070,Giulia R. G.,Taylor-Garcia,Software,California Institute of Technology,25
2071,Hugo G. S.,Taylor-Miller,Business Products & Services,University of Valencia,43
2072,Aria C. N.,Taylor-Davis,Financial Services,Princeton University,35
2073,Michelle,Taylor-Rodriguez,Government Services,University of Copenhagen,24
2074,Ronald A. W.,Taylor-Martinez,Consumer Products & Services,École Polytechnique,48
2075,Joshua,Taylor-Hernandez,IT System Development,ETH Zurich,36
2076,Robert T. Q.,Taylor-Lopez,Health,Yale University,30
2077,Betty N. V.,Taylor-Gonzalez,Software,Eindhoven University of Technology,35
2078,Paul,Taylor-Wilson,Financial Services,University of Vienna,44
2079,Michael,Taylor-Anderson,Manufacturing,University of Pennsylvania,52
2080,Margaret K. J.,Taylor-Thomas,Human Resources,Université Paris-Saclay,53
2081,Sofia Z. N.,Taylor-Moore,Consumer Products & Services,University of Glasgow,52
2082,Jessica C. M.,Taylor-Jackson,Construction,California Institute of Technology,35
2083,Elizabeth,Taylor-Martin,Construction,Aristotle University of Thessaloniki,53
2084,Benjamin P. S.,Taylor-Lee,Security,National and Kapodistrian University of Athens,44
2085,Alexander O. N.,Taylor-Perez,Consumer Products & Services,Imperial College London,44
2086,Margaret,Taylor-Thompson,Advertising & Marketing,California Institute of Technology,51
2087,Elizabeth,Taylor-White,Financial Services,University of Toronto,53
2088,Margaret B. N.,Taylor-Harris,Software,Columbia University,41
2089,Lily Z. X.,Taylor-Sanchez,Government Services,University of Manchester,24
2090,Ryan J. C.,Taylor-Clark,Financial Services,University of British Columbia,31
2091,George X. I.,Taylor-Ramirez,Consumer Products & Services,Aarhus University,25
2092,Chloe W. T.,Taylor-Lewis,Health,Harvard University,45
2093,Jennifer,Taylor-Robinson,Health,Massachusetts Institute of Technology,27
2094,Ashley,Taylor-Walker,Manufacturing,Eindhoven University of Technology,49
2095,Donna,Taylor-Young,Construction,University of Cambridge,43
2096,Karen,Taylor-Allen,Manufacturing,Duke University,26
2097,Sophia P. A.,Taylor-King,Health,PSL University,30
2098,Anna V. Z.,Taylor-Wright,Retail,University of Glasgow,31
2099,Olivia L. G.,Taylor-Scott,Software,Imperial College London,52
2100,Barbara H. I.,Taylor-Torres,Health,University of Oxford,26
2101,Betty I. K.,Taylor-Nguyen,Health,University of Oxford,33
2102,Jennifer C. M.,Taylor-Hill,Consumer Products & Services,Technical University of Munich,31
2103,Sandra I. O.,Taylor-Flores,IT System Development,Carnegie Mellon University,39
2104,Elijah N. D.,Taylor-Green,Media,University of Chicago,32
2105,Robert,Taylor-Adams,Telecommunications,National and Kapodistrian University of Athens,25
2106,Thomas,Taylor-Nelson,Software,Harvard University,25
2107,Emily,Taylor-Baker,Engineering,Jagiellonian University,51
2108,Sarah H. H.,Taylor-Hall,Security,Northwestern University,48
2109,Daniel O. U.,Taylor-Rivera,Government Services,University of Patras,42
2110,Patricia G. U.,Taylor-Campbell,IT System Development,University of Pennsylvania,24
2111,Christopher,Taylor-Mitchell,Government Services,"University of California, San Diego",38
2112,Donald,Taylor-Carter,Health,University of British Columbia,40
2113,Nancy U. J.,Taylor-Roberts,Energy,Aristotle University of Thessaloniki,47
2114,Paul B. R.,Taylor-Phillips,Telecommunications,University of Geneva,50
2115,Nancy X. F.,Taylor-Evans,Software,Sapienza University of Rome,26
2116,Donald,Taylor-Turner,Construction,Stockholm University,47
2117,Chloe P. R.,Taylor-Diaz,Business Products & Services,University of British Columbia,40
2118,Marco T. U.,Taylor-Parker,Human Resources,Northwestern University,42
2119,Kimberly T. F.,Taylor-Cruz,Consumer Products & Services,Princeton University,25
2120,Kimberly,Taylor-Edwards,Food & Beverage,Georgia Institute of Technology,35
2121,Donna,Taylor-Collins,Consumer Products & Services,Northwestern University,45
2122,Charles H. I.,Taylor-Reyes,Government Services,Sorbonne University,29
2123,David,Taylor-Stewart,Education,Trinity College Dublin,54
2124,Joseph P. H.,Taylor-Morris,Logistics & Transportation,Johns Hopkins University,34
2125,Mark G. U.,Taylor-Morales,Health,Delft University of Technology,32
2126,Noemi F. T.,Taylor-Murphy,Human Resources,University of British Columbia,54
2127,Betty,Taylor-Cook,Consumer Products & Services,Aristotle University of Thessaloniki,29
2128,Christopher,Taylor-Rogers,Health,University of Vienna,44
2129,Mateo N. H.,Taylor-Gutierrez,Consumer Products & Services,Duke University,51
2130,Steven Q. B.,Taylor-Ortiz,Health,Johns Hopkins University,37
2131,Patricia D. Y.,Taylor-Morgan,Advertising & Marketing,Politecnico di Milano,53
2132,Daniel J. N.,Taylor-Cooper,Construction,EPFL (École Polytechnique Fédérale de Lausanne),38
2133,Michelle M. U.,Taylor-Peterson,Business Products & Services,University of Zurich,49
2134,Chloe F. G.,Taylor-Bailey,Manufacturing,National and Kapodistrian University of Athens,52
2135,Susan,Taylor-Reed,Consumer Products & Services,Georgia Institute of Technology,30
2136,Patricia,Taylor-Kelly,Manufacturing,University of Cambridge,47
2137,Joseph J. B.,Taylor-Howard,Food & Beverage,The University of Texas at Austin,35
2138,Kevin G. F.,Taylor-Ramos,Advertising & Marketing,University of Porto,27
2139,Chloe V. T.,Taylor-Kim,IT Management,KTH Royal Institute of Technology,44
2140,Richard A. C.,Taylor-Cox,Construction,Eindhoven University of Technology,26
2141,Emily E. U.,Taylor-Ward,Advertising & Marketing,Heidelberg University,32
2142,Susan,Taylor-Richardson,Business Products & Services,University of Oxford,45
2143,Lisa,Taylor-Watson,Business Products & Services,The University of Texas at Austin,44
2144,Brian Z. X.,Taylor-Brooks,Manufacturing,London School of Economics and Political Science,41
2145,Noemi O. D.,Taylor-Chavez,Travel & Hospitality,University of Manchester,49
2146,Donald S. I.,Taylor-Wood,Construction,Duke University,43
2147,Kimberly X. A.,Taylor-James,Health,McGill University,53
2148,Sofia Z. P.,Taylor-Bennett,IT Services,Harvard University,24
2149,Mary S. I.,Taylor-Gray,Logistics & Transportation,Politecnico di Milano,26
2150,Mary X. N.,Taylor-Mendoza,Software,Aristotle University of Thessaloniki,37
2151,Ethan G. W.,Taylor-Ruiz,Advertising & Marketing,PSL University,48
2152,William,Taylor-Hughes,Business Products & Services,Harvard University,50
2153,Andrew Y. C.,Taylor-Price,Manufacturing,University of Manchester,32
2154,Oskar F. E.,Taylor-Rossi,Manufacturing,University of Toronto,43
2155,Liam M. B.,Taylor-Russo,Human Resources,University of Vienna,34
2156,Charles,Taylor-Ferrari,Advertising & Marketing,UCL (University College London),35
2157,Donna,Taylor-Bianchi,IT Management,Aristotle University of Thessaloniki,25
2158,Patricia,Taylor-Romano,Advertising & Marketing,EPFL (École Polytechnique Fédérale de Lausanne),42
2159,Michelle,Taylor-Esposito,Advertising & Marketing,University of Warwick,51
2160,Patricia,Taylor-Greco,Logistics & Transportation,University of Chicago,46
2161,Daniel,Taylor-Conti,Software,Complutense University of Madrid,47
2162,Matthew,Taylor-DeLuca,Government Services,Aristotle University of Thessaloniki,25
2163,Daniel Z. M.,Taylor-Costa,Advertising & Marketing,Aarhus University,44
2164,Timothy O. W.,Taylor-Silva,Energy,The University of Texas at Austin,48
2165,Ryan R. F.,Taylor-Santos,Engineering,Eindhoven University of Technology,29
2166,Ella K. X.,Taylor-Ferreira,Advertising & Marketing,Jagiellonian University,50
2167,Daniel G. T.,Taylor-Pereira,Health,National and Kapodistrian University of Athens,31
2168,Karen,Taylor-Oliveira,Software,University of Helsinki,43
2169,Barbara,Taylor-Muller,Logistics & Transportation,University of Glasgow,36
2170,Liam P. Q.,Taylor-Schmidt,Construction,Duke University,50
2171,Mason W. T.,Taylor-Schneider,Food & Beverage,"University of California, Los Angeles",42
2172,Mary Q. O.,Taylor-Fischer,Engineering,University of British Columbia,54
2173,Steven L. Z.,Taylor-Weber,Logistics & Transportation,University of Porto,53
2174,Donald N. O.,Taylor-Dubois,Manufacturing,Stanford University,49
2175,Liam L. E.,Taylor-Moreau,Human Resources,Princeton University,40
2176,Nikolai W. T.,Taylor-Lefevre,Real Estate,Uppsala University,47
2177,Thomas,Taylor-Laurent,Software,University of Amsterdam,43
2178,Lisa,Taylor-Leroy,Consumer Products & Services,Massachusetts Institute of Technology,39
2179,Kimberly,Taylor-Bernard,Software,Complutense University of Madrid,41
2180,Maria Z. I.,Taylor-Petit,Construction,Duke University,42
2181,Jason G. I.,Taylor-Durand,Business Products & Services,University of British Columbia,35
2182,Paul,Taylor-Nowak,Business Products & Services,University of Michigan,41
2183,Paul,Taylor-Kowalski,Financial Services,Uppsala University,46
2184,Betty,Taylor-Novak,IT System Development,EPFL (École Polytechnique Fédérale de Lausanne),51
2185,Nikolai R. L.,Taylor-Horvat,Logistics & Transportation,Princeton University,34
2186,Lucas A. M.,Taylor-Popescu,Telecommunications,University of Zurich,53
2187,Ethan P. U.,Taylor-Ionescu,Energy,Sapienza University of Rome,47
2188,Sarah,Taylor-Papadopoulos,Consumer Products & Services,University of Porto,29
2189,Mason B. J.,Taylor-Georgiou,Real Estate,University of Cambridge,47
2190,Isabella L. L.,Taylor-Nikolaou,Software,Stanford University,41
2191,Ella F. D.,Taylor-Kostas,Software,University of Warwick,32
2192,Susan K. W.,Taylor-Andriou,Human Resources,Sapienza University of Rome,26
2193,Ronald A. J.,Taylor-Vasileiou,Business Products & Services,Politecnico di Milano,25
2194,Giannis X. O.,Moore-Smith,Manufacturing,Aristotle University of Thessaloniki,42
2195,Margaret,Moore-Johnson,Government Services,ETH Zurich,40
2196,Nancy,Moore-Williams,Engineering,University of Bristol,37
2197,Mary,Moore-Brown,Advertising & Marketing,The University of Texas at Austin,46
2198,Brian O. D.,Moore-Jones,Business Products & Services,Politecnico di Milano,46
2199,Alexander K. M.,Moore-Garcia,IT Management,The University of Texas at Austin,27
2200,Kimberly V. N.,Moore-Miller,Advertising & Marketing,University of Manchester,45
2201,Andrew,Moore-Davis,Retail,"University of California, Berkeley",46
2202,Linda S. N.,Moore-Rodriguez,Business Products & Services,PSL University,52
2203,Daniel L. Q.,Moore-Martinez,Government Services,University of Copenhagen,54
2204,Mark A. U.,Moore-Hernandez,Business Products & Services,University College Dublin,25
2205,Ava R. Q.,Moore-Lopez,Manufacturing,Imperial College London,43
2206,Edward K. S.,Moore-Gonzalez,Consumer Products & Services,University of Bristol,30
